Frame,Class,accuracy,Bounding Box
748.0,Non-Spinning Top,0.9985123,"(189, 136, 39, 22)"
748.0,Non-Spinning Top,0.9985123,"(210, 121, 25, 16)"
748.0,Non-Spinning Top,0.9985123,"(222, 134, 77, 22)"
748.0,Non-Spinning Top,0.9985123,"(581, 100, 8, 23)"
748.0,Non-Spinning Top,0.9985123,"(505, 87, 42, 84)"
748.0,Non-Spinning Top,0.9985123,"(417, 111, 69, 45)"
749.0,Non-Spinning Top,0.99952245,"(634, 797, 329, 45)"
749.0,Non-Spinning Top,0.99952245,"(418, 825, 130, 24)"
749.0,Non-Spinning Top,0.99952245,"(895, 775, 42, 15)"
749.0,Non-Spinning Top,0.99952245,"(1043, 647, 15, 36)"
749.0,Non-Spinning Top,0.99952245,"(261, 624, 45, 31)"
749.0,Non-Spinning Top,0.99952245,"(1065, 606, 22, 15)"
749.0,Non-Spinning Top,0.99952245,"(188, 604, 35, 28)"
749.0,Non-Spinning Top,0.99952245,"(692, 584, 11, 16)"
749.0,Non-Spinning Top,0.99952245,"(754, 564, 29, 32)"
749.0,Non-Spinning Top,0.99952245,"(903, 534, 13, 25)"
749.0,Non-Spinning Top,0.99952245,"(673, 499, 24, 25)"
749.0,Non-Spinning Top,0.99952245,"(651, 437, 10, 26)"
749.0,Non-Spinning Top,0.99952245,"(1086, 442, 9, 21)"
749.0,Non-Spinning Top,0.99952245,"(584, 437, 29, 22)"
749.0,Non-Spinning Top,0.99952245,"(439, 377, 52, 286)"
749.0,Non-Spinning Top,0.99952245,"(631, 338, 21, 124)"
749.0,Non-Spinning Top,0.99952245,"(193, 359, 24, 14)"
749.0,Non-Spinning Top,0.99952245,"(872, 328, 15, 28)"
749.0,Non-Spinning Top,0.99952245,"(730, 284, 372, 252)"
749.0,Non-Spinning Top,0.99952245,"(493, 263, 80, 17)"
749.0,Non-Spinning Top,0.99952245,"(630, 234, 12, 12)"
749.0,Non-Spinning Top,0.99952245,"(635, 231, 46, 29)"
749.0,Non-Spinning Top,0.99952245,"(556, 218, 39, 35)"
749.0,Non-Spinning Top,0.99952245,"(224, 208, 12, 16)"
749.0,Non-Spinning Top,0.99952245,"(493, 166, 35, 82)"
749.0,Non-Spinning Top,0.99952245,"(630, 193, 141, 54)"
749.0,Non-Spinning Top,0.99952245,"(204, 163, 67, 31)"
749.0,Non-Spinning Top,0.99952245,"(601, 125, 10, 36)"
749.0,Non-Spinning Top,0.99952245,"(187, 133, 33, 23)"
749.0,Non-Spinning Top,0.99952245,"(205, 121, 26, 17)"
749.0,Non-Spinning Top,0.99952245,"(220, 136, 75, 22)"
749.0,Non-Spinning Top,0.99952245,"(576, 100, 8, 24)"
749.0,Non-Spinning Top,0.99952245,"(499, 87, 42, 83)"
749.0,Non-Spinning Top,0.99952245,"(407, 117, 84, 46)"
750.0,Non-Spinning Top,0.9995208,"(634, 797, 329, 45)"
750.0,Non-Spinning Top,0.9995208,"(418, 825, 130, 24)"
750.0,Non-Spinning Top,0.9995208,"(895, 775, 42, 15)"
750.0,Non-Spinning Top,0.9995208,"(1043, 647, 15, 36)"
750.0,Non-Spinning Top,0.9995208,"(261, 624, 45, 31)"
750.0,Non-Spinning Top,0.9995208,"(1065, 606, 22, 15)"
750.0,Non-Spinning Top,0.9995208,"(188, 604, 35, 28)"
750.0,Non-Spinning Top,0.9995208,"(692, 584, 11, 16)"
750.0,Non-Spinning Top,0.9995208,"(754, 564, 29, 32)"
750.0,Non-Spinning Top,0.9995208,"(903, 534, 13, 25)"
750.0,Non-Spinning Top,0.9995208,"(673, 499, 24, 25)"
750.0,Non-Spinning Top,0.9995208,"(651, 437, 10, 26)"
750.0,Non-Spinning Top,0.9995208,"(1086, 442, 9, 21)"
750.0,Non-Spinning Top,0.9995208,"(584, 437, 29, 22)"
750.0,Non-Spinning Top,0.9995208,"(439, 377, 52, 286)"
750.0,Non-Spinning Top,0.9995208,"(631, 338, 21, 124)"
750.0,Non-Spinning Top,0.9995208,"(193, 359, 24, 14)"
750.0,Non-Spinning Top,0.9995208,"(872, 328, 15, 28)"
750.0,Non-Spinning Top,0.9995208,"(730, 284, 372, 252)"
750.0,Non-Spinning Top,0.9995208,"(493, 263, 80, 17)"
750.0,Non-Spinning Top,0.9995208,"(630, 234, 12, 12)"
750.0,Non-Spinning Top,0.9995208,"(635, 231, 46, 29)"
750.0,Non-Spinning Top,0.9995208,"(556, 218, 39, 35)"
750.0,Non-Spinning Top,0.9995208,"(224, 208, 12, 16)"
750.0,Non-Spinning Top,0.9995208,"(493, 166, 35, 82)"
750.0,Non-Spinning Top,0.9995208,"(630, 193, 141, 54)"
750.0,Non-Spinning Top,0.9995208,"(204, 163, 67, 31)"
750.0,Non-Spinning Top,0.9995208,"(601, 125, 10, 36)"
750.0,Non-Spinning Top,0.9995208,"(187, 133, 33, 23)"
750.0,Non-Spinning Top,0.9995208,"(205, 121, 26, 17)"
750.0,Non-Spinning Top,0.9995208,"(220, 136, 75, 22)"
750.0,Non-Spinning Top,0.9995208,"(576, 100, 8, 24)"
750.0,Non-Spinning Top,0.9995208,"(499, 87, 42, 83)"
750.0,Non-Spinning Top,0.9995208,"(407, 117, 84, 46)"
751.0,Non-Spinning Top,0.9985158,"(436, 834, 105, 22)"
751.0,Non-Spinning Top,0.9985158,"(630, 797, 329, 46)"
751.0,Non-Spinning Top,0.9985158,"(425, 791, 21, 12)"
751.0,Non-Spinning Top,0.9985158,"(903, 765, 14, 36)"
751.0,Non-Spinning Top,0.9985158,"(1038, 647, 17, 35)"
751.0,Non-Spinning Top,0.9985158,"(258, 624, 43, 32)"
751.0,Non-Spinning Top,0.9985158,"(1063, 607, 20, 14)"
751.0,Non-Spinning Top,0.9985158,"(185, 607, 35, 22)"
751.0,Non-Spinning Top,0.9985158,"(686, 584, 12, 17)"
751.0,Non-Spinning Top,0.9985158,"(749, 564, 30, 32)"
751.0,Non-Spinning Top,0.9985158,"(898, 533, 13, 26)"
751.0,Non-Spinning Top,0.9985158,"(668, 500, 24, 24)"
751.0,Non-Spinning Top,0.9985158,"(645, 436, 12, 27)"
751.0,Non-Spinning Top,0.9985158,"(1082, 436, 8, 27)"
751.0,Non-Spinning Top,0.9985158,"(579, 436, 29, 24)"
751.0,Non-Spinning Top,0.9985158,"(438, 377, 49, 280)"
751.0,Non-Spinning Top,0.9985158,"(622, 340, 24, 124)"
751.0,Non-Spinning Top,0.9985158,"(1056, 359, 58, 59)"
751.0,Non-Spinning Top,0.9985158,"(186, 360, 26, 13)"
751.0,Non-Spinning Top,0.9985158,"(781, 299, 25, 133)"
751.0,Non-Spinning Top,0.9985158,"(866, 329, 18, 27)"
751.0,Non-Spinning Top,0.9985158,"(811, 304, 267, 256)"
751.0,Non-Spinning Top,0.9985158,"(489, 263, 79, 18)"
751.0,Non-Spinning Top,0.9985158,"(626, 234, 54, 30)"
751.0,Non-Spinning Top,0.9985158,"(553, 219, 38, 36)"
751.0,Non-Spinning Top,0.9985158,"(494, 166, 32, 83)"
751.0,Non-Spinning Top,0.9985158,"(625, 193, 141, 54)"
751.0,Non-Spinning Top,0.9985158,"(198, 163, 68, 32)"
751.0,Non-Spinning Top,0.9985158,"(595, 127, 12, 34)"
751.0,Non-Spinning Top,0.9985158,"(188, 139, 25, 18)"
751.0,Non-Spinning Top,0.9985158,"(221, 137, 68, 20)"
751.0,Non-Spinning Top,0.9985158,"(200, 122, 25, 15)"
751.0,Non-Spinning Top,0.9985158,"(571, 100, 8, 23)"
751.0,Non-Spinning Top,0.9985158,"(494, 88, 42, 82)"
751.0,Non-Spinning Top,0.9985158,"(407, 111, 68, 45)"
752.0,Non-Spinning Top,0.99856275,"(436, 834, 105, 22)"
752.0,Non-Spinning Top,0.99856275,"(630, 797, 329, 46)"
752.0,Non-Spinning Top,0.99856275,"(425, 791, 21, 12)"
752.0,Non-Spinning Top,0.99856275,"(903, 765, 14, 36)"
752.0,Non-Spinning Top,0.99856275,"(1038, 647, 17, 35)"
752.0,Non-Spinning Top,0.99856275,"(258, 624, 43, 32)"
752.0,Non-Spinning Top,0.99856275,"(1063, 607, 20, 14)"
752.0,Non-Spinning Top,0.99856275,"(185, 607, 35, 22)"
752.0,Non-Spinning Top,0.99856275,"(686, 584, 12, 17)"
752.0,Non-Spinning Top,0.99856275,"(749, 564, 30, 32)"
752.0,Non-Spinning Top,0.99856275,"(898, 533, 13, 26)"
752.0,Non-Spinning Top,0.99856275,"(668, 500, 24, 24)"
752.0,Non-Spinning Top,0.99856275,"(645, 436, 12, 27)"
752.0,Non-Spinning Top,0.99856275,"(1082, 436, 8, 27)"
752.0,Non-Spinning Top,0.99856275,"(579, 436, 29, 24)"
752.0,Non-Spinning Top,0.99856275,"(438, 377, 49, 280)"
752.0,Non-Spinning Top,0.99856275,"(622, 340, 24, 124)"
752.0,Non-Spinning Top,0.99856275,"(1056, 359, 58, 59)"
752.0,Non-Spinning Top,0.99856275,"(186, 360, 26, 14)"
752.0,Non-Spinning Top,0.99856275,"(781, 299, 25, 133)"
752.0,Non-Spinning Top,0.99856275,"(866, 329, 18, 27)"
752.0,Non-Spinning Top,0.99856275,"(811, 304, 267, 256)"
752.0,Non-Spinning Top,0.99856275,"(489, 263, 79, 18)"
752.0,Non-Spinning Top,0.99856275,"(626, 234, 54, 30)"
752.0,Non-Spinning Top,0.99856275,"(553, 219, 38, 36)"
752.0,Non-Spinning Top,0.99856275,"(494, 166, 32, 83)"
752.0,Non-Spinning Top,0.99856275,"(625, 193, 141, 54)"
752.0,Non-Spinning Top,0.99856275,"(198, 163, 68, 32)"
752.0,Non-Spinning Top,0.99856275,"(595, 127, 12, 34)"
752.0,Non-Spinning Top,0.99856275,"(188, 139, 25, 18)"
752.0,Non-Spinning Top,0.99856275,"(221, 137, 68, 20)"
752.0,Non-Spinning Top,0.99856275,"(200, 122, 25, 15)"
752.0,Non-Spinning Top,0.99856275,"(571, 100, 8, 23)"
752.0,Non-Spinning Top,0.99856275,"(494, 88, 42, 82)"
752.0,Non-Spinning Top,0.99856275,"(407, 111, 68, 45)"
753.0,Non-Spinning Top,0.9989747,"(432, 833, 105, 22)"
753.0,Non-Spinning Top,0.9989747,"(626, 797, 329, 46)"
753.0,Non-Spinning Top,0.9989747,"(420, 790, 24, 13)"
753.0,Non-Spinning Top,0.9989747,"(898, 763, 12, 34)"
753.0,Non-Spinning Top,0.9989747,"(1034, 646, 17, 36)"
753.0,Non-Spinning Top,0.9989747,"(254, 625, 44, 31)"
753.0,Non-Spinning Top,0.9989747,"(1059, 607, 20, 14)"
753.0,Non-Spinning Top,0.9989747,"(184, 610, 34, 18)"
753.0,Non-Spinning Top,0.9989747,"(682, 584, 12, 17)"
753.0,Non-Spinning Top,0.9989747,"(745, 564, 30, 31)"
753.0,Non-Spinning Top,0.9989747,"(894, 533, 13, 26)"
753.0,Non-Spinning Top,0.9989747,"(660, 501, 29, 20)"
753.0,Non-Spinning Top,0.9989747,"(1077, 440, 9, 23)"
753.0,Non-Spinning Top,0.9989747,"(575, 436, 29, 24)"
753.0,Non-Spinning Top,0.9989747,"(476, 286, 77, 406)"
753.0,Non-Spinning Top,0.9989747,"(185, 361, 23, 10)"
753.0,Non-Spinning Top,0.9989747,"(297, 354, 13, 12)"
753.0,Non-Spinning Top,0.9989747,"(862, 328, 17, 27)"
753.0,Non-Spinning Top,0.9989747,"(723, 269, 371, 268)"
753.0,Non-Spinning Top,0.9989747,"(485, 264, 79, 18)"
753.0,Non-Spinning Top,0.9989747,"(626, 234, 48, 28)"
753.0,Non-Spinning Top,0.9989747,"(542, 223, 43, 31)"
753.0,Non-Spinning Top,0.9989747,"(213, 210, 19, 12)"
753.0,Non-Spinning Top,0.9989747,"(484, 168, 33, 80)"
753.0,Non-Spinning Top,0.9989747,"(621, 193, 140, 54)"
753.0,Non-Spinning Top,0.9989747,"(193, 164, 69, 32)"
753.0,Non-Spinning Top,0.9989747,"(590, 126, 12, 36)"
753.0,Non-Spinning Top,0.9989747,"(190, 138, 16, 13)"
753.0,Non-Spinning Top,0.9989747,"(193, 123, 28, 14)"
753.0,Non-Spinning Top,0.9989747,"(210, 137, 74, 21)"
753.0,Non-Spinning Top,0.9989747,"(567, 100, 8, 23)"
753.0,Non-Spinning Top,0.9989747,"(489, 88, 43, 82)"
753.0,Non-Spinning Top,0.9989747,"(402, 110, 69, 47)"
754.0,Non-Spinning Top,0.99898094,"(432, 833, 105, 22)"
754.0,Non-Spinning Top,0.99898094,"(626, 797, 329, 46)"
754.0,Non-Spinning Top,0.99898094,"(420, 790, 24, 13)"
754.0,Non-Spinning Top,0.99898094,"(898, 763, 12, 34)"
754.0,Non-Spinning Top,0.99898094,"(1034, 646, 17, 36)"
754.0,Non-Spinning Top,0.99898094,"(254, 625, 44, 31)"
754.0,Non-Spinning Top,0.99898094,"(1059, 607, 20, 14)"
754.0,Non-Spinning Top,0.99898094,"(184, 610, 34, 18)"
754.0,Non-Spinning Top,0.99898094,"(682, 584, 12, 17)"
754.0,Non-Spinning Top,0.99898094,"(745, 564, 30, 31)"
754.0,Non-Spinning Top,0.99898094,"(894, 533, 13, 26)"
754.0,Non-Spinning Top,0.99898094,"(660, 501, 29, 20)"
754.0,Non-Spinning Top,0.99898094,"(1077, 440, 9, 23)"
754.0,Non-Spinning Top,0.99898094,"(575, 436, 29, 24)"
754.0,Non-Spinning Top,0.99898094,"(476, 286, 77, 406)"
754.0,Non-Spinning Top,0.99898094,"(185, 361, 23, 10)"
754.0,Non-Spinning Top,0.99898094,"(297, 354, 13, 12)"
754.0,Non-Spinning Top,0.99898094,"(862, 328, 17, 27)"
754.0,Non-Spinning Top,0.99898094,"(723, 269, 371, 268)"
754.0,Non-Spinning Top,0.99898094,"(485, 264, 79, 18)"
754.0,Non-Spinning Top,0.99898094,"(626, 234, 48, 28)"
754.0,Non-Spinning Top,0.99898094,"(542, 223, 43, 31)"
754.0,Non-Spinning Top,0.99898094,"(213, 210, 19, 12)"
754.0,Non-Spinning Top,0.99898094,"(484, 168, 33, 80)"
754.0,Non-Spinning Top,0.99898094,"(621, 193, 140, 54)"
754.0,Non-Spinning Top,0.99898094,"(193, 164, 69, 32)"
754.0,Non-Spinning Top,0.99898094,"(590, 126, 12, 36)"
754.0,Non-Spinning Top,0.99898094,"(190, 138, 16, 13)"
754.0,Non-Spinning Top,0.99898094,"(193, 123, 28, 14)"
754.0,Non-Spinning Top,0.99898094,"(210, 137, 74, 21)"
754.0,Non-Spinning Top,0.99898094,"(567, 100, 8, 23)"
754.0,Non-Spinning Top,0.99898094,"(489, 88, 43, 82)"
754.0,Non-Spinning Top,0.99898094,"(402, 110, 69, 47)"
755.0,Non-Spinning Top,0.9988977,"(432, 833, 101, 20)"
755.0,Non-Spinning Top,0.9988977,"(624, 797, 328, 44)"
755.0,Non-Spinning Top,0.9988977,"(893, 761, 14, 36)"
755.0,Non-Spinning Top,0.9988977,"(1030, 646, 16, 35)"
755.0,Non-Spinning Top,0.9988977,"(252, 624, 44, 32)"
755.0,Non-Spinning Top,0.9988977,"(1055, 607, 20, 14)"
755.0,Non-Spinning Top,0.9988977,"(184, 610, 34, 18)"
755.0,Non-Spinning Top,0.9988977,"(680, 585, 12, 16)"
755.0,Non-Spinning Top,0.9988977,"(742, 564, 29, 32)"
755.0,Non-Spinning Top,0.9988977,"(890, 532, 12, 27)"
755.0,Non-Spinning Top,0.9988977,"(658, 502, 29, 19)"
755.0,Non-Spinning Top,0.9988977,"(639, 437, 10, 27)"
755.0,Non-Spinning Top,0.9988977,"(1073, 439, 10, 22)"
755.0,Non-Spinning Top,0.9988977,"(570, 437, 31, 23)"
755.0,Non-Spinning Top,0.9988977,"(427, 375, 51, 293)"
755.0,Non-Spinning Top,0.9988977,"(613, 336, 23, 134)"
755.0,Non-Spinning Top,0.9988977,"(857, 329, 17, 31)"
755.0,Non-Spinning Top,0.9988977,"(718, 278, 371, 260)"
755.0,Non-Spinning Top,0.9988977,"(483, 264, 78, 18)"
755.0,Non-Spinning Top,0.9988977,"(617, 222, 42, 43)"
755.0,Non-Spinning Top,0.9988977,"(543, 221, 38, 34)"
755.0,Non-Spinning Top,0.9988977,"(481, 168, 34, 81)"
755.0,Non-Spinning Top,0.9988977,"(618, 194, 140, 54)"
755.0,Non-Spinning Top,0.9988977,"(254, 156, 21, 16)"
755.0,Non-Spinning Top,0.9988977,"(195, 162, 66, 34)"
755.0,Non-Spinning Top,0.9988977,"(586, 129, 11, 32)"
755.0,Non-Spinning Top,0.9988977,"(190, 140, 15, 11)"
755.0,Non-Spinning Top,0.9988977,"(206, 127, 10, 15)"
755.0,Non-Spinning Top,0.9988977,"(216, 132, 43, 20)"
755.0,Non-Spinning Top,0.9988977,"(610, 100, 8, 24)"
755.0,Non-Spinning Top,0.9988977,"(500, 73, 45, 114)"
755.0,Non-Spinning Top,0.9988977,"(399, 111, 70, 47)"
756.0,Non-Spinning Top,0.9989549,"(432, 833, 101, 20)"
756.0,Non-Spinning Top,0.9989549,"(624, 797, 328, 44)"
756.0,Non-Spinning Top,0.9989549,"(893, 761, 14, 36)"
756.0,Non-Spinning Top,0.9989549,"(1030, 646, 16, 35)"
756.0,Non-Spinning Top,0.9989549,"(252, 624, 44, 32)"
756.0,Non-Spinning Top,0.9989549,"(1055, 607, 20, 14)"
756.0,Non-Spinning Top,0.9989549,"(184, 610, 34, 18)"
756.0,Non-Spinning Top,0.9989549,"(680, 585, 12, 16)"
756.0,Non-Spinning Top,0.9989549,"(742, 564, 29, 32)"
756.0,Non-Spinning Top,0.9989549,"(890, 532, 12, 27)"
756.0,Non-Spinning Top,0.9989549,"(658, 502, 29, 19)"
756.0,Non-Spinning Top,0.9989549,"(639, 437, 10, 27)"
756.0,Non-Spinning Top,0.9989549,"(1073, 439, 10, 22)"
756.0,Non-Spinning Top,0.9989549,"(570, 437, 31, 23)"
756.0,Non-Spinning Top,0.9989549,"(427, 375, 51, 293)"
756.0,Non-Spinning Top,0.9989549,"(613, 336, 23, 134)"
756.0,Non-Spinning Top,0.9989549,"(857, 329, 17, 31)"
756.0,Non-Spinning Top,0.9989549,"(718, 278, 371, 260)"
756.0,Non-Spinning Top,0.9989549,"(483, 264, 78, 18)"
756.0,Non-Spinning Top,0.9989549,"(617, 222, 42, 43)"
756.0,Non-Spinning Top,0.9989549,"(543, 221, 38, 34)"
756.0,Non-Spinning Top,0.9989549,"(481, 168, 34, 81)"
756.0,Non-Spinning Top,0.9989549,"(618, 194, 140, 54)"
756.0,Non-Spinning Top,0.9989549,"(254, 156, 21, 16)"
756.0,Non-Spinning Top,0.9989549,"(195, 162, 66, 34)"
756.0,Non-Spinning Top,0.9989549,"(586, 129, 11, 32)"
756.0,Non-Spinning Top,0.9989549,"(190, 140, 15, 11)"
756.0,Non-Spinning Top,0.9989549,"(206, 127, 10, 15)"
756.0,Non-Spinning Top,0.9989549,"(216, 132, 43, 20)"
756.0,Non-Spinning Top,0.9989549,"(610, 100, 8, 24)"
756.0,Non-Spinning Top,0.9989549,"(561, 99, 10, 28)"
756.0,Non-Spinning Top,0.9989549,"(485, 88, 45, 84)"
756.0,Non-Spinning Top,0.9989549,"(399, 111, 70, 47)"
757.0,Non-Spinning Top,0.99938583,"(426, 829, 106, 23)"
757.0,Non-Spinning Top,0.99938583,"(621, 795, 327, 46)"
757.0,Non-Spinning Top,0.99938583,"(418, 790, 22, 14)"
757.0,Non-Spinning Top,0.99938583,"(879, 772, 43, 15)"
757.0,Non-Spinning Top,0.99938583,"(1026, 646, 16, 35)"
757.0,Non-Spinning Top,0.99938583,"(250, 624, 44, 32)"
757.0,Non-Spinning Top,0.99938583,"(1050, 606, 21, 14)"
757.0,Non-Spinning Top,0.99938583,"(182, 612, 33, 14)"
757.0,Non-Spinning Top,0.99938583,"(676, 584, 11, 16)"
757.0,Non-Spinning Top,0.99938583,"(739, 563, 28, 32)"
757.0,Non-Spinning Top,0.99938583,"(886, 532, 12, 27)"
757.0,Non-Spinning Top,0.99938583,"(654, 501, 29, 20)"
757.0,Non-Spinning Top,0.99938583,"(1069, 438, 9, 23)"
757.0,Non-Spinning Top,0.99938583,"(567, 437, 30, 24)"
757.0,Non-Spinning Top,0.99938583,"(421, 379, 53, 288)"
757.0,Non-Spinning Top,0.99938583,"(612, 336, 22, 134)"
757.0,Non-Spinning Top,0.99938583,"(854, 328, 18, 35)"
757.0,Non-Spinning Top,0.99938583,"(724, 279, 360, 261)"
757.0,Non-Spinning Top,0.99938583,"(479, 266, 78, 18)"
757.0,Non-Spinning Top,0.99938583,"(616, 236, 12, 12)"
757.0,Non-Spinning Top,0.99938583,"(619, 236, 48, 27)"
757.0,Non-Spinning Top,0.99938583,"(535, 224, 45, 32)"
757.0,Non-Spinning Top,0.99938583,"(479, 170, 33, 80)"
757.0,Non-Spinning Top,0.99938583,"(615, 195, 139, 52)"
757.0,Non-Spinning Top,0.99938583,"(249, 158, 26, 14)"
757.0,Non-Spinning Top,0.99938583,"(190, 167, 68, 31)"
757.0,Non-Spinning Top,0.99938583,"(583, 130, 10, 33)"
757.0,Non-Spinning Top,0.99938583,"(216, 132, 41, 21)"
757.0,Non-Spinning Top,0.99938583,"(189, 126, 27, 15)"
757.0,Non-Spinning Top,0.99938583,"(602, 96, 10, 34)"
757.0,Non-Spinning Top,0.99938583,"(558, 99, 10, 27)"
757.0,Non-Spinning Top,0.99938583,"(483, 89, 46, 84)"
757.0,Non-Spinning Top,0.99938583,"(396, 112, 69, 47)"
758.0,Non-Spinning Top,0.9994086,"(426, 829, 106, 23)"
758.0,Non-Spinning Top,0.9994086,"(621, 795, 327, 46)"
758.0,Non-Spinning Top,0.9994086,"(418, 790, 22, 14)"
758.0,Non-Spinning Top,0.9994086,"(879, 772, 43, 15)"
758.0,Non-Spinning Top,0.9994086,"(1026, 646, 16, 35)"
758.0,Non-Spinning Top,0.9994086,"(250, 624, 44, 32)"
758.0,Non-Spinning Top,0.9994086,"(1050, 606, 21, 14)"
758.0,Non-Spinning Top,0.9994086,"(182, 612, 33, 14)"
758.0,Non-Spinning Top,0.9994086,"(676, 584, 11, 16)"
758.0,Non-Spinning Top,0.9994086,"(739, 563, 28, 32)"
758.0,Non-Spinning Top,0.9994086,"(886, 532, 12, 27)"
758.0,Non-Spinning Top,0.9994086,"(654, 501, 29, 20)"
758.0,Non-Spinning Top,0.9994086,"(1069, 438, 9, 23)"
758.0,Non-Spinning Top,0.9994086,"(567, 437, 30, 24)"
758.0,Non-Spinning Top,0.9994086,"(421, 379, 53, 288)"
758.0,Non-Spinning Top,0.9994086,"(612, 336, 22, 134)"
758.0,Non-Spinning Top,0.9994086,"(854, 328, 18, 35)"
758.0,Non-Spinning Top,0.9994086,"(724, 279, 360, 261)"
758.0,Non-Spinning Top,0.9994086,"(479, 266, 78, 18)"
758.0,Non-Spinning Top,0.9994086,"(616, 236, 12, 12)"
758.0,Non-Spinning Top,0.9994086,"(619, 236, 48, 27)"
758.0,Non-Spinning Top,0.9994086,"(535, 224, 45, 32)"
758.0,Non-Spinning Top,0.9994086,"(479, 170, 33, 80)"
758.0,Non-Spinning Top,0.9994086,"(615, 195, 139, 52)"
758.0,Non-Spinning Top,0.9994086,"(249, 158, 26, 14)"
758.0,Non-Spinning Top,0.9994086,"(190, 167, 68, 31)"
758.0,Non-Spinning Top,0.9994086,"(583, 130, 10, 33)"
758.0,Non-Spinning Top,0.9994086,"(216, 132, 41, 21)"
758.0,Non-Spinning Top,0.9994086,"(189, 126, 27, 15)"
758.0,Non-Spinning Top,0.9994086,"(602, 96, 10, 34)"
758.0,Non-Spinning Top,0.9994086,"(558, 99, 10, 27)"
758.0,Non-Spinning Top,0.9994086,"(483, 89, 46, 84)"
758.0,Non-Spinning Top,0.9994086,"(396, 112, 69, 47)"
759.0,Non-Spinning Top,0.99888855,"(498, 850, 18, 26)"
759.0,Non-Spinning Top,0.99888855,"(433, 823, 65, 18)"
759.0,Non-Spinning Top,0.99888855,"(618, 794, 327, 45)"
759.0,Non-Spinning Top,0.99888855,"(875, 771, 43, 15)"
759.0,Non-Spinning Top,0.99888855,"(1022, 646, 16, 34)"
759.0,Non-Spinning Top,0.99888855,"(250, 624, 43, 32)"
759.0,Non-Spinning Top,0.99888855,"(183, 613, 32, 14)"
759.0,Non-Spinning Top,0.99888855,"(1046, 606, 22, 14)"
759.0,Non-Spinning Top,0.99888855,"(674, 584, 11, 16)"
759.0,Non-Spinning Top,0.99888855,"(736, 563, 29, 32)"
759.0,Non-Spinning Top,0.99888855,"(883, 533, 12, 26)"
759.0,Non-Spinning Top,0.99888855,"(651, 502, 30, 20)"
759.0,Non-Spinning Top,0.99888855,"(565, 437, 30, 24)"
759.0,Non-Spinning Top,0.99888855,"(420, 377, 55, 286)"
759.0,Non-Spinning Top,0.99888855,"(608, 339, 22, 131)"
759.0,Non-Spinning Top,0.99888855,"(852, 331, 15, 27)"
759.0,Non-Spinning Top,0.99888855,"(712, 279, 368, 259)"
759.0,Non-Spinning Top,0.99888855,"(478, 266, 76, 18)"
759.0,Non-Spinning Top,0.99888855,"(612, 228, 48, 40)"
759.0,Non-Spinning Top,0.99888855,"(534, 226, 43, 31)"
759.0,Non-Spinning Top,0.99888855,"(481, 173, 34, 80)"
759.0,Non-Spinning Top,0.99888855,"(612, 198, 139, 51)"
759.0,Non-Spinning Top,0.99888855,"(252, 160, 20, 16)"
759.0,Non-Spinning Top,0.99888855,"(190, 169, 66, 29)"
759.0,Non-Spinning Top,0.99888855,"(581, 131, 12, 34)"
759.0,Non-Spinning Top,0.99888855,"(201, 133, 13, 14)"
759.0,Non-Spinning Top,0.99888855,"(214, 134, 42, 21)"
759.0,Non-Spinning Top,0.99888855,"(594, 94, 12, 40)"
759.0,Non-Spinning Top,0.99888855,"(554, 101, 13, 26)"
759.0,Non-Spinning Top,0.99888855,"(479, 88, 48, 87)"
759.0,Non-Spinning Top,0.99888855,"(392, 113, 73, 47)"
760.0,Non-Spinning Top,0.9988871,"(498, 850, 18, 26)"
760.0,Non-Spinning Top,0.9988871,"(427, 821, 72, 17)"
760.0,Non-Spinning Top,0.9988871,"(618, 794, 327, 45)"
760.0,Non-Spinning Top,0.9988871,"(414, 790, 25, 10)"
760.0,Non-Spinning Top,0.9988871,"(875, 771, 43, 15)"
760.0,Non-Spinning Top,0.9988871,"(1022, 646, 16, 34)"
760.0,Non-Spinning Top,0.9988871,"(250, 624, 43, 32)"
760.0,Non-Spinning Top,0.9988871,"(183, 613, 32, 14)"
760.0,Non-Spinning Top,0.9988871,"(1046, 606, 22, 14)"
760.0,Non-Spinning Top,0.9988871,"(674, 584, 11, 16)"
760.0,Non-Spinning Top,0.9988871,"(736, 563, 29, 32)"
760.0,Non-Spinning Top,0.9988871,"(883, 533, 12, 26)"
760.0,Non-Spinning Top,0.9988871,"(651, 502, 30, 20)"
760.0,Non-Spinning Top,0.9988871,"(565, 437, 30, 24)"
760.0,Non-Spinning Top,0.9988871,"(420, 377, 55, 286)"
760.0,Non-Spinning Top,0.9988871,"(608, 339, 22, 131)"
760.0,Non-Spinning Top,0.9988871,"(852, 330, 16, 29)"
760.0,Non-Spinning Top,0.9988871,"(712, 279, 368, 259)"
760.0,Non-Spinning Top,0.9988871,"(478, 266, 76, 18)"
760.0,Non-Spinning Top,0.9988871,"(612, 228, 48, 40)"
760.0,Non-Spinning Top,0.9988871,"(534, 226, 43, 31)"
760.0,Non-Spinning Top,0.9988871,"(481, 173, 34, 80)"
760.0,Non-Spinning Top,0.9988871,"(612, 198, 139, 51)"
760.0,Non-Spinning Top,0.9988871,"(252, 160, 20, 16)"
760.0,Non-Spinning Top,0.9988871,"(190, 169, 66, 29)"
760.0,Non-Spinning Top,0.9988871,"(581, 131, 12, 34)"
