Frame,Class,accuracy,Bounding Box
1.0,Spinning Top,0.8469214,"(447, 568, 180, 121)"
2.0,Spinning Top,0.84000075,"(446, 567, 181, 122)"
3.0,Spinning Top,0.93692416,"(507, 578, 181, 121)"
4.0,Spinning Top,0.93796873,"(507, 578, 181, 121)"
5.0,Spinning Top,0.9720981,"(605, 550, 117, 179)"
6.0,Spinning Top,0.970948,"(573, 580, 180, 117)"
7.0,Spinning Top,0.9811147,"(672, 542, 116, 180)"
8.0,Spinning Top,0.9815268,"(672, 542, 116, 180)"
9.0,Spinning Top,0.96875393,"(691, 555, 167, 101)"
10.0,Spinning Top,0.9677536,"(691, 555, 167, 101)"
11.0,Spinning Top,0.9434682,"(671, 528, 168, 95)"
12.0,Spinning Top,0.94416887,"(671, 528, 168, 95)"
13.0,Spinning Top,0.9617089,"(656, 528, 169, 93)"
14.0,Spinning Top,0.96104264,"(656, 528, 169, 94)"
15.0,Spinning Top,0.9160398,"(683, 497, 90, 168)"
16.0,Spinning Top,0.9155921,"(683, 497, 90, 168)"
17.0,Spinning Top,0.86455745,"(667, 487, 88, 170)"
18.0,Spinning Top,0.8564058,"(667, 487, 88, 170)"
19.0,Spinning Top,0.83915585,"(645, 485, 96, 166)"
20.0,Spinning Top,0.8414513,"(645, 485, 96, 166)"
21.0,Spinning Top,0.85447925,"(627, 472, 90, 169)"
22.0,Spinning Top,0.85704374,"(627, 472, 90, 169)"
23.0,Spinning Top,0.83287966,"(563, 503, 165, 92)"
24.0,Spinning Top,0.83399403,"(563, 503, 165, 92)"
25.0,Spinning Top,0.89939475,"(575, 462, 93, 167)"
26.0,Spinning Top,0.90352255,"(575, 462, 93, 167)"
27.0,Spinning Top,0.77155566,"(541, 459, 94, 168)"
28.0,Spinning Top,0.7715995,"(541, 459, 94, 168)"
29.0,Spinning Top,0.72518927,"(468, 494, 172, 96)"
30.0,Spinning Top,0.734639,"(468, 494, 172, 96)"
31.0,Spinning Top,0.6669411,"(434, 494, 172, 100)"
32.0,Spinning Top,0.6752761,"(434, 494, 172, 100)"
33.0,Spinning Top,0.5285398,"(435, 463, 102, 172)"
34.0,Spinning Top,0.52325344,"(435, 463, 102, 172)"
35.0,Non-Spinning Top,0.6183349,"(371, 504, 172, 104)"
36.0,Non-Spinning Top,0.6075928,"(371, 504, 172, 104)"
37.0,Non-Spinning Top,0.56116325,"(387, 475, 104, 174)"
38.0,Non-Spinning Top,0.5526671,"(387, 475, 104, 174)"
39.0,Spinning Top,0.5413248,"(375, 478, 104, 176)"
40.0,Spinning Top,0.5396147,"(375, 478, 104, 176)"
41.0,Spinning Top,0.6453365,"(372, 484, 106, 178)"
41.0,Spinning Top,0.6453365,"(1114, 293, 19, 62)"
41.0,Spinning Top,0.6453365,"(1089, 275, 10, 16)"
42.0,Spinning Top,0.65466064,"(372, 484, 106, 178)"
42.0,Spinning Top,0.65466064,"(1114, 293, 19, 62)"
42.0,Spinning Top,0.65466064,"(1089, 275, 10, 16)"
43.0,Spinning Top,0.54869413,"(379, 491, 104, 178)"
43.0,Spinning Top,0.54869413,"(1096, 302, 21, 60)"
44.0,Spinning Top,0.5499597,"(379, 491, 104, 178)"
44.0,Spinning Top,0.5499597,"(1096, 302, 21, 60)"
45.0,Spinning Top,0.5231733,"(392, 496, 104, 172)"
45.0,Spinning Top,0.5231733,"(1078, 319, 14, 39)"
45.0,Spinning Top,0.5231733,"(1103, 322, 20, 15)"
45.0,Spinning Top,0.5231733,"(1059, 288, 11, 18)"
46.0,Spinning Top,0.52407247,"(392, 496, 104, 172)"
46.0,Spinning Top,0.52407247,"(1078, 319, 14, 39)"
46.0,Spinning Top,0.52407247,"(1104, 322, 20, 16)"
46.0,Spinning Top,0.52407247,"(1059, 288, 11, 18)"
47.0,Non-Spinning Top,0.5786119,"(410, 496, 108, 176)"
47.0,Non-Spinning Top,0.5786119,"(1099, 309, 23, 34)"
47.0,Non-Spinning Top,0.5786119,"(1053, 244, 43, 10)"
48.0,Non-Spinning Top,0.5724362,"(410, 496, 108, 176)"
48.0,Non-Spinning Top,0.5724362,"(1099, 309, 23, 34)"
48.0,Non-Spinning Top,0.5724362,"(1053, 244, 43, 10)"
49.0,Spinning Top,0.52488524,"(403, 529, 172, 105)"
49.0,Spinning Top,0.52488524,"(1108, 310, 13, 27)"
49.0,Spinning Top,0.52488524,"(1071, 238, 38, 10)"
50.0,Spinning Top,0.5235968,"(403, 529, 172, 105)"
50.0,Spinning Top,0.5235968,"(1108, 310, 13, 27)"
50.0,Spinning Top,0.5235968,"(1071, 238, 38, 10)"
51.0,Spinning Top,0.6500889,"(470, 496, 100, 168)"
51.0,Spinning Top,0.6500889,"(1109, 299, 13, 44)"
51.0,Spinning Top,0.6500889,"(1080, 233, 39, 10)"
52.0,Spinning Top,0.6490173,"(470, 496, 100, 168)"
52.0,Spinning Top,0.6490173,"(1109, 299, 13, 44)"
52.0,Spinning Top,0.6490173,"(1080, 233, 39, 10)"
53.0,Spinning Top,0.6297893,"(497, 491, 106, 168)"
53.0,Spinning Top,0.6297893,"(1112, 295, 13, 43)"
54.0,Spinning Top,0.6272528,"(497, 491, 106, 168)"
54.0,Spinning Top,0.6272528,"(1112, 295, 13, 43)"
55.0,Spinning Top,0.5410394,"(531, 483, 104, 166)"
55.0,Spinning Top,0.5410394,"(1114, 295, 13, 37)"
55.0,Spinning Top,0.5410394,"(1080, 255, 12, 13)"
56.0,Spinning Top,0.53698266,"(531, 483, 104, 166)"
56.0,Spinning Top,0.53698266,"(1114, 295, 13, 37)"
56.0,Spinning Top,0.53698266,"(1080, 255, 12, 13)"
57.0,Spinning Top,0.6840623,"(564, 470, 98, 162)"
57.0,Spinning Top,0.6840623,"(1115, 292, 11, 37)"
57.0,Spinning Top,0.6840623,"(1079, 253, 13, 12)"
58.0,Spinning Top,0.687052,"(564, 470, 98, 162)"
58.0,Spinning Top,0.687052,"(1115, 292, 11, 37)"
58.0,Spinning Top,0.687052,"(1079, 253, 13, 12)"
59.0,Spinning Top,0.56805956,"(589, 457, 100, 158)"
59.0,Spinning Top,0.56805956,"(1115, 291, 11, 34)"
59.0,Spinning Top,0.56805956,"(1079, 251, 13, 12)"
60.0,Spinning Top,0.57135624,"(589, 457, 100, 158)"
60.0,Spinning Top,0.57135624,"(1115, 291, 11, 34)"
60.0,Spinning Top,0.57135624,"(1079, 251, 13, 12)"
61.0,Non-Spinning Top,0.56780034,"(616, 440, 99, 152)"
62.0,Non-Spinning Top,0.5635967,"(616, 440, 99, 152)"
63.0,Non-Spinning Top,0.5857726,"(645, 419, 96, 150)"
64.0,Non-Spinning Top,0.5862561,"(645, 419, 96, 150)"
65.0,Non-Spinning Top,0.575538,"(671, 397, 94, 148)"
66.0,Non-Spinning Top,0.57440895,"(671, 397, 94, 148)"
67.0,Spinning Top,0.5777498,"(697, 373, 90, 144)"
67.0,Spinning Top,0.5777498,"(1048, 198, 7, 23)"
68.0,Spinning Top,0.52125406,"(666, 399, 148, 91)"
68.0,Spinning Top,0.52125406,"(1029, 232, 20, 11)"
69.0,Spinning Top,0.50259775,"(691, 381, 141, 83)"
69.0,Spinning Top,0.50259775,"(1028, 231, 12, 13)"
70.0,Spinning Top,0.503126,"(691, 381, 141, 83)"
70.0,Spinning Top,0.503126,"(1028, 231, 12, 13)"
71.0,Spinning Top,0.682274,"(732, 350, 84, 140)"
72.0,Spinning Top,0.6774219,"(732, 350, 84, 140)"
73.0,Spinning Top,0.52399987,"(743, 362, 92, 142)"
74.0,Spinning Top,0.5137056,"(743, 362, 92, 142)"
75.0,Non-Spinning Top,0.57021713,"(759, 382, 90, 147)"
76.0,Non-Spinning Top,0.5708968,"(759, 382, 90, 147)"
77.0,Non-Spinning Top,0.5462391,"(777, 403, 98, 144)"
77.0,Non-Spinning Top,0.5462391,"(1109, 308, 20, 9)"
78.0,Non-Spinning Top,0.55520153,"(777, 403, 98, 144)"
78.0,Non-Spinning Top,0.55520153,"(1109, 308, 20, 9)"
79.0,Spinning Top,0.5464427,"(779, 440, 146, 95)"
80.0,Spinning Top,0.5532657,"(779, 440, 146, 95)"
81.0,Spinning Top,0.65882903,"(811, 462, 151, 92)"
82.0,Spinning Top,0.655775,"(811, 462, 151, 92)"
83.0,Non-Spinning Top,0.53761405,"(880, 450, 92, 152)"
84.0,Non-Spinning Top,0.53710496,"(880, 450, 92, 152)"
85.0,Non-Spinning Top,0.50383717,"(928, 464, 94, 150)"
86.0,Non-Spinning Top,0.50977665,"(928, 464, 94, 150)"
87.0,Spinning Top,0.6195597,"(980, 466, 93, 154)"
87.0,Spinning Top,0.6195597,"(1003, 206, 7, 26)"
88.0,Spinning Top,0.62070775,"(980, 466, 93, 154)"
88.0,Spinning Top,0.62070775,"(1003, 206, 7, 26)"
89.0,Spinning Top,0.77379704,"(1030, 464, 92, 156)"
89.0,Spinning Top,0.77379704,"(992, 202, 7, 29)"
90.0,Spinning Top,0.7634879,"(1030, 464, 92, 156)"
90.0,Spinning Top,0.7634879,"(992, 202, 7, 29)"
91.0,Spinning Top,0.67077,"(981, 203, 7, 25)"
92.0,Spinning Top,0.6700258,"(981, 203, 7, 25)"
93.0,Spinning Top,0.67649686,"(972, 205, 7, 25)"
94.0,Spinning Top,0.676082,"(972, 205, 7, 25)"
95.0,Spinning Top,0.67830074,"(970, 204, 8, 28)"
96.0,Spinning Top,0.68328345,"(970, 204, 8, 28)"
97.0,Spinning Top,0.66324294,"(495, 259, 10, 27)"
97.0,Spinning Top,0.66324294,"(964, 212, 32, 8)"
98.0,Spinning Top,0.662173,"(495, 259, 10, 27)"
98.0,Spinning Top,0.662173,"(964, 212, 32, 8)"
99.0,Spinning Top,0.5071126,"(979, 205, 8, 26)"
100.0,Non-Spinning Top,0.5039503,"(979, 205, 8, 26)"
101.0,Spinning Top,0.5749354,"(539, 305, 14, 27)"
101.0,Spinning Top,0.5749354,"(979, 205, 8, 26)"
102.0,Spinning Top,0.57481635,"(540, 305, 14, 28)"
102.0,Spinning Top,0.57481635,"(979, 205, 8, 26)"
103.0,Spinning Top,0.65355384,"(557, 333, 12, 26)"
104.0,Spinning Top,0.6554649,"(557, 333, 12, 26)"
105.0,Spinning Top,0.6757711,"(580, 360, 16, 24)"
105.0,Spinning Top,0.6757711,"(950, 245, 12, 39)"
105.0,Spinning Top,0.6757711,"(933, 193, 35, 9)"
106.0,Spinning Top,0.6771458,"(580, 360, 16, 24)"
106.0,Spinning Top,0.6771458,"(950, 245, 12, 39)"
106.0,Spinning Top,0.6771458,"(933, 193, 35, 9)"
107.0,Non-Spinning Top,0.5624081,"(920, 229, 13, 38)"
107.0,Non-Spinning Top,0.5624081,"(923, 187, 26, 11)"
108.0,Non-Spinning Top,0.566997,"(920, 229, 13, 38)"
108.0,Non-Spinning Top,0.566997,"(923, 187, 26, 11)"
109.0,Non-Spinning Top,0.68727684,"(900, 214, 14, 43)"
109.0,Non-Spinning Top,0.68727684,"(902, 175, 27, 13)"
110.0,Non-Spinning Top,0.6854164,"(900, 214, 14, 44)"
110.0,Non-Spinning Top,0.6854164,"(902, 175, 27, 13)"
111.0,Non-Spinning Top,0.56839526,"(642, 434, 10, 14)"
111.0,Non-Spinning Top,0.56839526,"(885, 203, 16, 51)"
112.0,Non-Spinning Top,0.568826,"(642, 434, 10, 14)"
112.0,Non-Spinning Top,0.568826,"(885, 203, 16, 51)"
113.0,Non-Spinning Top,0.5824784,"(670, 444, 10, 30)"
113.0,Non-Spinning Top,0.5824784,"(873, 207, 13, 40)"
114.0,Non-Spinning Top,0.58400065,"(670, 444, 10, 30)"
114.0,Non-Spinning Top,0.58400065,"(873, 207, 13, 40)"
115.0,Non-Spinning Top,0.5444399,"(861, 210, 11, 31)"
115.0,Non-Spinning Top,0.5444399,"(878, 169, 15, 15)"
116.0,Non-Spinning Top,0.5383165,"(861, 210, 11, 31)"
116.0,Non-Spinning Top,0.5383165,"(878, 169, 15, 15)"
117.0,Non-Spinning Top,0.61904407,"(855, 211, 10, 28)"
117.0,Non-Spinning Top,0.61904407,"(861, 163, 26, 13)"
118.0,Non-Spinning Top,0.61948913,"(855, 211, 10, 28)"
118.0,Non-Spinning Top,0.61948913,"(861, 163, 26, 13)"
119.0,Non-Spinning Top,0.5017912,"(847, 208, 10, 31)"
119.0,Non-Spinning Top,0.5017912,"(859, 164, 25, 14)"
120.0,Non-Spinning Top,0.5054092,"(847, 208, 10, 31)"
120.0,Non-Spinning Top,0.5054092,"(859, 164, 25, 14)"
121.0,Non-Spinning Top,0.81629425,"(750, 485, 14, 28)"
121.0,Non-Spinning Top,0.81629425,"(839, 209, 10, 27)"
121.0,Non-Spinning Top,0.81629425,"(869, 206, 12, 15)"
121.0,Non-Spinning Top,0.81629425,"(817, 153, 61, 19)"
122.0,Non-Spinning Top,0.8161494,"(750, 485, 14, 28)"
122.0,Non-Spinning Top,0.8161494,"(839, 209, 10, 27)"
122.0,Non-Spinning Top,0.8161494,"(869, 206, 12, 15)"
122.0,Non-Spinning Top,0.8161494,"(817, 153, 61, 19)"
123.0,Non-Spinning Top,0.84889334,"(834, 210, 10, 25)"
123.0,Non-Spinning Top,0.84889334,"(814, 153, 59, 19)"
124.0,Non-Spinning Top,0.8492171,"(834, 210, 10, 25)"
124.0,Non-Spinning Top,0.8492171,"(814, 153, 59, 19)"
125.0,Non-Spinning Top,0.90022886,"(828, 210, 10, 26)"
125.0,Non-Spinning Top,0.90022886,"(807, 151, 49, 12)"
126.0,Non-Spinning Top,0.8985201,"(828, 210, 10, 26)"
126.0,Non-Spinning Top,0.8985201,"(807, 151, 49, 12)"
127.0,Non-Spinning Top,0.9023601,"(1096, 454, 14, 14)"
127.0,Non-Spinning Top,0.9023601,"(824, 211, 10, 23)"
127.0,Non-Spinning Top,0.9023601,"(802, 153, 61, 19)"
128.0,Non-Spinning Top,0.90219355,"(1096, 454, 14, 14)"
128.0,Non-Spinning Top,0.90219355,"(824, 211, 10, 23)"
128.0,Non-Spinning Top,0.90219355,"(802, 153, 61, 19)"
129.0,Non-Spinning Top,0.8659357,"(803, 154, 56, 17)"
130.0,Non-Spinning Top,0.86356515,"(803, 154, 56, 17)"
131.0,Non-Spinning Top,0.8992958,"(831, 168, 19, 13)"
132.0,Non-Spinning Top,0.9020163,"(831, 168, 19, 13)"
133.0,Non-Spinning Top,0.9279824,"(784, 178, 20, 9)"
133.0,Non-Spinning Top,0.9279824,"(798, 156, 54, 15)"
134.0,Non-Spinning Top,0.92717874,"(784, 178, 20, 9)"
134.0,Non-Spinning Top,0.92717874,"(798, 156, 54, 15)"
135.0,Non-Spinning Top,0.9647692,"(780, 181, 26, 9)"
135.0,Non-Spinning Top,0.9647692,"(798, 154, 38, 14)"
136.0,Non-Spinning Top,0.9636678,"(780, 181, 26, 9)"
136.0,Non-Spinning Top,0.9636678,"(798, 154, 38, 14)"
137.0,Non-Spinning Top,0.97653735,"(1053, 202, 92, 21)"
137.0,Non-Spinning Top,0.97653735,"(778, 184, 27, 11)"
137.0,Non-Spinning Top,0.97653735,"(798, 157, 36, 15)"
138.0,Non-Spinning Top,0.9766188,"(1053, 202, 92, 21)"
138.0,Non-Spinning Top,0.9766188,"(778, 184, 27, 11)"
138.0,Non-Spinning Top,0.9766188,"(798, 157, 36, 15)"
139.0,Non-Spinning Top,0.9884256,"(1019, 198, 90, 23)"
139.0,Non-Spinning Top,0.9884256,"(776, 188, 24, 11)"
139.0,Non-Spinning Top,0.9884256,"(806, 169, 35, 17)"
140.0,Non-Spinning Top,0.988269,"(1019, 198, 90, 23)"
140.0,Non-Spinning Top,0.988269,"(776, 188, 24, 11)"
140.0,Non-Spinning Top,0.988269,"(806, 169, 35, 17)"
141.0,Non-Spinning Top,0.9765796,"(989, 195, 88, 22)"
141.0,Non-Spinning Top,0.9765796,"(772, 190, 28, 11)"
141.0,Non-Spinning Top,0.9765796,"(820, 177, 17, 12)"
141.0,Non-Spinning Top,0.9765796,"(791, 163, 36, 14)"
142.0,Non-Spinning Top,0.97644174,"(989, 195, 88, 22)"
142.0,Non-Spinning Top,0.97644174,"(772, 190, 28, 11)"
142.0,Non-Spinning Top,0.97644174,"(820, 177, 17, 12)"
142.0,Non-Spinning Top,0.97644174,"(791, 163, 36, 14)"
143.0,Non-Spinning Top,0.95835984,"(993, 159, 24, 90)"
143.0,Non-Spinning Top,0.95835984,"(771, 190, 24, 11)"
143.0,Non-Spinning Top,0.95835984,"(814, 173, 20, 20)"
144.0,Non-Spinning Top,0.9595171,"(993, 159, 24, 90)"
144.0,Non-Spinning Top,0.9595171,"(771, 190, 24, 11)"
144.0,Non-Spinning Top,0.9595171,"(814, 173, 20, 20)"
145.0,Non-Spinning Top,0.9793444,"(876, 546, 8, 19)"
145.0,Non-Spinning Top,0.9793444,"(770, 192, 29, 13)"
145.0,Non-Spinning Top,0.9793444,"(920, 186, 101, 26)"
146.0,Non-Spinning Top,0.9800038,"(876, 546, 8, 19)"
146.0,Non-Spinning Top,0.9800038,"(770, 192, 29, 13)"
146.0,Non-Spinning Top,0.9800038,"(920, 186, 101, 26)"
147.0,Non-Spinning Top,0.96305966,"(877, 548, 12, 27)"
147.0,Non-Spinning Top,0.96305966,"(769, 195, 29, 12)"
147.0,Non-Spinning Top,0.96305966,"(930, 146, 26, 102)"
148.0,Non-Spinning Top,0.9645033,"(877, 548, 12, 27)"
148.0,Non-Spinning Top,0.9645033,"(769, 195, 29, 12)"
148.0,Non-Spinning Top,0.9645033,"(930, 146, 26, 102)"
149.0,Non-Spinning Top,0.93305844,"(899, 549, 8, 18)"
149.0,Non-Spinning Top,0.93305844,"(772, 197, 28, 14)"
149.0,Non-Spinning Top,0.93305844,"(901, 143, 29, 100)"
150.0,Non-Spinning Top,0.934153,"(899, 549, 8, 18)"
150.0,Non-Spinning Top,0.934153,"(772, 197, 28, 14)"
150.0,Non-Spinning Top,0.934153,"(901, 143, 29, 100)"
151.0,Non-Spinning Top,0.9610364,"(769, 204, 27, 12)"
151.0,Non-Spinning Top,0.9610364,"(838, 181, 99, 24)"
152.0,Non-Spinning Top,0.9618504,"(769, 204, 27, 12)"
152.0,Non-Spinning Top,0.9618504,"(838, 181, 99, 24)"
153.0,Non-Spinning Top,0.95066524,"(762, 208, 16, 11)"
153.0,Non-Spinning Top,0.95066524,"(825, 176, 100, 27)"
154.0,Non-Spinning Top,0.9523317,"(762, 208, 16, 11)"
154.0,Non-Spinning Top,0.9523317,"(825, 176, 100, 27)"
155.0,Non-Spinning Top,0.95694613,"(1037, 477, 14, 28)"
155.0,Non-Spinning Top,0.95694613,"(744, 188, 10, 24)"
155.0,Non-Spinning Top,0.95694613,"(810, 176, 99, 24)"
156.0,Non-Spinning Top,0.9599092,"(1071, 529, 14, 20)"
156.0,Non-Spinning Top,0.9599092,"(1037, 477, 14, 28)"
156.0,Non-Spinning Top,0.9599092,"(744, 188, 10, 24)"
156.0,Non-Spinning Top,0.9599092,"(810, 176, 99, 24)"
157.0,Non-Spinning Top,0.97660404,"(1098, 512, 16, 16)"
157.0,Non-Spinning Top,0.97660404,"(1066, 456, 16, 31)"
157.0,Non-Spinning Top,0.97660404,"(910, 390, 24, 8)"
157.0,Non-Spinning Top,0.97660404,"(729, 214, 24, 19)"
157.0,Non-Spinning Top,0.97660404,"(821, 206, 17, 59)"
157.0,Non-Spinning Top,0.97660404,"(782, 186, 9, 26)"
157.0,Non-Spinning Top,0.97660404,"(837, 137, 25, 94)"
158.0,Non-Spinning Top,0.9760978,"(1098, 512, 16, 16)"
158.0,Non-Spinning Top,0.9760978,"(1066, 456, 16, 31)"
158.0,Non-Spinning Top,0.9760978,"(910, 390, 24, 8)"
158.0,Non-Spinning Top,0.9760978,"(729, 214, 24, 19)"
158.0,Non-Spinning Top,0.9760978,"(821, 206, 17, 59)"
158.0,Non-Spinning Top,0.9760978,"(782, 186, 9, 26)"
158.0,Non-Spinning Top,0.9760978,"(837, 137, 25, 94)"
159.0,Non-Spinning Top,0.97633797,"(1116, 498, 16, 12)"
159.0,Non-Spinning Top,0.97633797,"(371, 509, 72, 11)"
159.0,Non-Spinning Top,0.97633797,"(1076, 448, 38, 17)"
159.0,Non-Spinning Top,0.97633797,"(407, 424, 11, 50)"
159.0,Non-Spinning Top,0.97633797,"(910, 384, 32, 8)"
159.0,Non-Spinning Top,0.97633797,"(259, 245, 20, 10)"
159.0,Non-Spinning Top,0.97633797,"(817, 209, 22, 66)"
159.0,Non-Spinning Top,0.97633797,"(731, 200, 25, 40)"
159.0,Non-Spinning Top,0.97633797,"(789, 200, 19, 31)"
159.0,Non-Spinning Top,0.97633797,"(771, 187, 8, 29)"
159.0,Non-Spinning Top,0.97633797,"(819, 135, 33, 95)"
160.0,Non-Spinning Top,0.97608757,"(1116, 498, 16, 12)"
160.0,Non-Spinning Top,0.97608757,"(371, 509, 72, 11)"
160.0,Non-Spinning Top,0.97608757,"(1076, 448, 38, 17)"
160.0,Non-Spinning Top,0.97608757,"(407, 424, 11, 50)"
160.0,Non-Spinning Top,0.97608757,"(910, 384, 32, 8)"
160.0,Non-Spinning Top,0.97608757,"(259, 245, 20, 10)"
160.0,Non-Spinning Top,0.97608757,"(817, 209, 22, 66)"
160.0,Non-Spinning Top,0.97608757,"(731, 200, 25, 40)"
160.0,Non-Spinning Top,0.97608757,"(789, 200, 19, 31)"
160.0,Non-Spinning Top,0.97608757,"(771, 187, 8, 29)"
160.0,Non-Spinning Top,0.97608757,"(819, 135, 33, 95)"
161.0,Non-Spinning Top,0.96616125,"(1083, 438, 72, 23)"
161.0,Non-Spinning Top,0.96616125,"(405, 377, 23, 170)"
161.0,Non-Spinning Top,0.96616125,"(446, 336, 14, 46)"
161.0,Non-Spinning Top,0.96616125,"(903, 352, 42, 13)"
161.0,Non-Spinning Top,0.96616125,"(236, 244, 13, 60)"
161.0,Non-Spinning Top,0.96616125,"(812, 211, 28, 73)"
161.0,Non-Spinning Top,0.96616125,"(745, 186, 45, 77)"
161.0,Non-Spinning Top,0.96616125,"(803, 150, 18, 76)"
161.0,Non-Spinning Top,0.96616125,"(842, 166, 26, 10)"
162.0,Non-Spinning Top,0.9666246,"(1083, 438, 72, 23)"
162.0,Non-Spinning Top,0.9666246,"(405, 377, 23, 170)"
162.0,Non-Spinning Top,0.9666246,"(446, 336, 14, 46)"
162.0,Non-Spinning Top,0.9666246,"(903, 352, 42, 13)"
162.0,Non-Spinning Top,0.9666246,"(236, 244, 13, 60)"
162.0,Non-Spinning Top,0.9666246,"(812, 211, 28, 73)"
162.0,Non-Spinning Top,0.9666246,"(745, 186, 45, 77)"
162.0,Non-Spinning Top,0.9666246,"(803, 150, 18, 76)"
162.0,Non-Spinning Top,0.9666246,"(842, 166, 26, 10)"
163.0,Non-Spinning Top,0.947694,"(419, 606, 35, 11)"
163.0,Non-Spinning Top,0.947694,"(1091, 420, 62, 26)"
163.0,Non-Spinning Top,0.947694,"(406, 353, 36, 225)"
163.0,Non-Spinning Top,0.947694,"(926, 358, 14, 10)"
163.0,Non-Spinning Top,0.947694,"(203, 288, 15, 45)"
163.0,Non-Spinning Top,0.947694,"(807, 256, 18, 39)"
163.0,Non-Spinning Top,0.947694,"(731, 222, 25, 33)"
163.0,Non-Spinning Top,0.947694,"(825, 223, 16, 10)"
163.0,Non-Spinning Top,0.947694,"(744, 205, 67, 30)"
163.0,Non-Spinning Top,0.947694,"(786, 150, 20, 74)"
163.0,Non-Spinning Top,0.947694,"(830, 162, 12, 12)"
163.0,Non-Spinning Top,0.947694,"(778, 160, 12, 12)"
163.0,Non-Spinning Top,0.947694,"(758, 144, 16, 16)"
164.0,Non-Spinning Top,0.9464234,"(419, 607, 35, 10)"
164.0,Non-Spinning Top,0.9464234,"(837, 571, 17, 17)"
164.0,Non-Spinning Top,0.9464234,"(1091, 420, 62, 26)"
164.0,Non-Spinning Top,0.9464234,"(406, 353, 36, 225)"
164.0,Non-Spinning Top,0.9464234,"(926, 358, 14, 10)"
164.0,Non-Spinning Top,0.9464234,"(203, 288, 15, 45)"
164.0,Non-Spinning Top,0.9464234,"(807, 256, 18, 39)"
164.0,Non-Spinning Top,0.9464234,"(731, 222, 25, 33)"
164.0,Non-Spinning Top,0.9464234,"(823, 221, 18, 11)"
164.0,Non-Spinning Top,0.9464234,"(744, 205, 67, 30)"
164.0,Non-Spinning Top,0.9464234,"(786, 150, 20, 74)"
164.0,Non-Spinning Top,0.9464234,"(830, 162, 12, 12)"
164.0,Non-Spinning Top,0.9464234,"(778, 160, 12, 12)"
164.0,Non-Spinning Top,0.9464234,"(758, 144, 16, 16)"
165.0,Non-Spinning Top,0.9798933,"(835, 569, 18, 20)"
165.0,Non-Spinning Top,0.9798933,"(315, 511, 213, 34)"
165.0,Non-Spinning Top,0.9798933,"(426, 379, 11, 39)"
165.0,Non-Spinning Top,0.9798933,"(909, 365, 14, 12)"
165.0,Non-Spinning Top,0.9798933,"(805, 277, 12, 17)"
165.0,Non-Spinning Top,0.9798933,"(728, 234, 37, 28)"
165.0,Non-Spinning Top,0.9798933,"(750, 211, 59, 29)"
165.0,Non-Spinning Top,0.9798933,"(775, 163, 17, 47)"
165.0,Non-Spinning Top,0.9798933,"(812, 151, 14, 28)"
165.0,Non-Spinning Top,0.9798933,"(733, 145, 24, 22)"
166.0,Non-Spinning Top,0.98024875,"(835, 569, 18, 20)"
166.0,Non-Spinning Top,0.98024875,"(317, 510, 208, 32)"
166.0,Non-Spinning Top,0.98024875,"(426, 379, 11, 39)"
166.0,Non-Spinning Top,0.98024875,"(909, 365, 14, 12)"
166.0,Non-Spinning Top,0.98024875,"(805, 275, 11, 20)"
166.0,Non-Spinning Top,0.98024875,"(728, 234, 37, 28)"
166.0,Non-Spinning Top,0.98024875,"(827, 221, 12, 14)"
166.0,Non-Spinning Top,0.98024875,"(750, 211, 59, 29)"
166.0,Non-Spinning Top,0.98024875,"(775, 163, 17, 47)"
166.0,Non-Spinning Top,0.98024875,"(812, 151, 14, 28)"
166.0,Non-Spinning Top,0.98024875,"(733, 145, 24, 22)"
167.0,Non-Spinning Top,0.9974522,"(400, 621, 100, 14)"
167.0,Non-Spinning Top,0.9974522,"(836, 568, 16, 20)"
167.0,Non-Spinning Top,0.9974522,"(903, 365, 41, 20)"
167.0,Non-Spinning Top,0.9974522,"(805, 281, 10, 21)"
167.0,Non-Spinning Top,0.9974522,"(728, 241, 35, 25)"
167.0,Non-Spinning Top,0.9974522,"(765, 209, 16, 38)"
167.0,Non-Spinning Top,0.9974522,"(756, 165, 17, 44)"
167.0,Non-Spinning Top,0.9974522,"(710, 158, 41, 15)"
168.0,Non-Spinning Top,0.9975914,"(400, 621, 100, 14)"
168.0,Non-Spinning Top,0.9975914,"(836, 568, 16, 20)"
168.0,Non-Spinning Top,0.9975914,"(903, 365, 41, 20)"
168.0,Non-Spinning Top,0.9975914,"(805, 281, 10, 21)"
168.0,Non-Spinning Top,0.9975914,"(790, 242, 14, 14)"
168.0,Non-Spinning Top,0.9975914,"(728, 241, 35, 25)"
168.0,Non-Spinning Top,0.9975914,"(765, 209, 16, 38)"
168.0,Non-Spinning Top,0.9975914,"(756, 165, 17, 44)"
168.0,Non-Spinning Top,0.9975914,"(710, 158, 41, 15)"
169.0,Non-Spinning Top,0.99769235,"(441, 634, 33, 11)"
169.0,Non-Spinning Top,0.99769235,"(833, 567, 26, 18)"
169.0,Non-Spinning Top,0.99769235,"(784, 401, 12, 24)"
169.0,Non-Spinning Top,0.99769235,"(1062, 404, 79, 36)"
169.0,Non-Spinning Top,0.99769235,"(915, 390, 11, 18)"
169.0,Non-Spinning Top,0.99769235,"(832, 370, 14, 14)"
169.0,Non-Spinning Top,0.99769235,"(1092, 349, 17, 18)"
169.0,Non-Spinning Top,0.99769235,"(912, 360, 36, 16)"
